job_listing,original_date_posted,skills,company_name,job_city,job_region,job_postal_code,intext_job_title,intext_company_name,intext_date_posted,intext_location,get_education_level,intext_skills,coding_languages,technologies,methodologies,operating_systems,remote,years_experience,date_of_processing,salary,URL
Senior Data Scientist,2021-06-25T00:30:56Z,Senior Data Scientist,Medix IT Staffing Solutions,Chicago,IL,60603,Senior Data Scientist,Medix IT Staffing Solutions,,"Chicago, IL",Bachelor's - Masters,"data analysis, algorithms, computer science, machine learning, oracle, product management, r, mathematics, statistical analysis, data mining, data visualization, sql, tableau, data modeling, clustering, modeling, python","oracle, r, processing, sql, python",,,,False,5,6292021,,https://www.dice.com/jobs/detail/Senior-Data-Scientist-Medix-IT-Staffing-Solutions-Chicago-IL-60603/10333042/135065%26%2345324
Data Scientist/Machine Learning Engineer- Remote opportunity,2021-04-29T20:30:03Z,"Computer Vision, Image Recognition, Machine Learning, Deep Learning",Cardinal Intellectual Property,,,,Data Scientist/Machine Learning Enginee,Remote opportunity,6/8/2021,Cardinal Intellectual Property -,Bachelor's - Masters,"computer science, database, deep learning, big data, docker, machine learning, opencv, property management, flask, devops, cloud, computer vision, python","context, plus, spark, processing, goal, python",,,"vision, std",True,3 to 3,6292021,,https://www.dice.com/jobs/detail/Data-Scientist%26%2347Machine-Learning-Engineer%26%2345-Remote-opportunity-Cardinal-Intellectual-Property---/RTX154125/6947912
Data Scientist,2021-06-09T01:06:45Z,Python,Judge Grou,St. Louis,MO,63101,Data Scientist,"Judge Group, Inc.",6/29/2021,"St. Louis, MO",Masters,"machine learning, r, mathematics, statistics, written communication skills, communication skills, python","r, python",,,,False,2,6292021,,https://www.dice.com/jobs/detail/Data-Scientist-Judge-Group%2C-Inc.-St.-Louis-MO-63101/cxjudgpa/729862
Senior Data Scientist - $145k - 100 % Remote - SQL - Python,2021-06-19T23:35:19Z,"Python, SQL",Michael Page,Boston,MA,2298,Senior Data Scientist,$145k,6/29/2021,"100 % Remote - SQL - Python - Michael Page - Boston, MA",Bachelor's - Masters,"machine learning, git, statistics, automation, sql, python","sql, python",,git,,True,,6292021,,https://www.dice.com/jobs/detail/Senior-Data-Scientist-%26%2345-%24145k-%26%2345-100-%26%2337-Remote-%26%2345-SQL-%26%2345-Python-Michael-Page-Boston-MA-02298/appblok/11153_1531781rxv_51_1
Senior Manager Data Science - Dublin or Letterkenny,2021-06-15T00:33:38Z,"Manager, SQL, Python",UnitedHealth Group,Dublin,,,Senior Manager Data Science,Dublin or Letterkenny,6/29/2021,UnitedHealth Group - Dublin,Bachelor's - Masters,"machine learning, data analysis, data integrity, big data, r, billing, python, computer science, statistics, testing, bioinformatics, sql, algorithms, mathematics, data science, agile, physics, data modeling, automation, modeling","r, go, goal, sql, python",,agile,go,False,,6292021,,https://www.dice.com/jobs/detail/Senior-Manager-Data-Science-%26%2345-Dublin-or-Letterkenny-UnitedHealth-Group-Dublin--/10119572/936551
ENTRY LEVEL DATA SCIENTIST,2021-06-24T00:17:35Z,,SynergisticIT,Seattle,WA,94539,ENTRY LEVEL DATA SCIENTIST,SynergisticIT,6/29/2021,"Seattle, WA",Bachelor's - Masters,"django, machine learning, technical support, electrical engineering, data analysis, big data, linear algebra, deep learning, python, computer science, software development, statistics, ui, algorithms, scala, mathematics, data science, data visualization, access control, iot, computer engineering","scala, reason, python",,,,False,,6292021,,https://www.dice.com/jobs/detail/ENTRY-LEVEL-DATA-SCIENTIST-SynergisticIT-Seattle-WA-94539/10397640/21%26%234500324
Data Scientist,2021-06-24T01:07:06Z,"SQL, Access, Python",Jobot,San Francisco,CA,94102,Data Scientist,Jobot,6/30/2021,"San Francisco, CA",Bachelor's - Masters,"tableau, data manipulation, python, modeling, r, sql","python, r, sql",,,vision,False,3,6302021,,https://www.dice.com/jobs/detail/Data-Scientist-Jobot-San-Francisco-CA-94102/91113390/1362325159
Geospatial Data Scientist,2021-06-27T12:48:33Z,"Research, Laboratory, Management, Python, Microsoft Access, SQL",Leidos,Albany,OR,97321,Geospatial Data Scientist,Leidos,,"Albany, OR",Bachelor's - Masters,"statistical methods, database, algorithms, statistics, microsoft access, python, geospatial analysis, computer science, machine learning, modeling, less, arcgis, natural, sql","microsoft access, python, sql",,,,False,2,6302021,,https://www.dice.com/jobs/detail/Geospatial-Data-Scientist-Leidos-Albany-OR-97321/appblok/12586_R%26%234500059082
Data scientist,2021-05-30T13:16:28Z,"DATA SCIENTIST, PHARMACEUTICAL COMPANIES",Pozent,Raritan,NJ,8869,Data scientist,Pozent,,"Raritan, NJ",Bachelor's - Masters,"mathematics, mysql, tableau, deep learning, oracle, statistics, natural language processing, python, machine learning, git, natural, julia, database, r","mysql, julia, oracle, processing, python, plus, r",,"version control, git",,False,3,6302021,,https://www.dice.com/jobs/detail/Data-scientist-Pozent-Raritan-NJ-08869/10210856/21%26%234501365
Data Scientist,2021-06-01T20:45:18Z,"REQUIRED EDUCATION, EXPERIENCE &amp; SKILLS:
     * Bachelors in Applied Statistics, Analytics, Data Science or other relevant field or 2 years of relevant experience in a technology field
     * App",Emerson Climate Technologie,St. Louis,MO,63101,Data Scientist,"Emerson Climate Technologies, Inc.",,"St. Louis, MO",Bachelor's - Masters,"machine learning, problem solving, continuous improvement, cloud, modeling, testing, communication skills, algorithms, leadership, emerging technologies, python, sales, matlab, database, r, sql, automation, data visualization, statistics, networking, data science","clean, flex, matlab, python, j, e, b, r, sql",aws,,"vision, root",True,,6302021,,https://www.dice.com/jobs/detail/Data-Scientist-Emerson-Climate-Technologies%2C-Inc.-St.-Louis-MO-63101/eqstblok/21007206
Principal Data Scientist,2021-06-29T00:45:17Z,"Artificial Intelligence, Python, MySQL, SQL, Development, Computer, Data Mining, Programming, ACL",Jobot,San Mateo,CA,94401,Principal Data Scientist,Jobot,6/30/2021,"San Mateo, CA",Bachelor's - Masters,"mysql, machine learning, c, publishing, data mining, tensorflow, cloud, computer science, natural, big data, flask, professional development, algorithms, deep learning, hipaa, leadership, python, computer vision, sql, google cloud, c++, scala, artificial intelligence, predictive analytics, data science","ml, mysql, c++, scala, source, python, spark, c, sql","kubeflow, tensorflow, aws",,vision,True,,6302021,,https://www.dice.com/jobs/detail/Principal-Data-Scientist-Jobot-San-Mateo-CA-94401/91113390/1878635906
Cybersecurity Data Scientist,2021-03-17T00:34:38Z,"Laboratory, Security, Applications, CAD, Research, Test, Computer, Engineering, Python",Lawrence Livermore National Laboratory,Livermore,CA,94550,Cybersecurity Data Scientist,Lawrence Livermore National Laboratory,6/30/2021,"Livermore, CA",Bachelor's - Masters,"software development, information security, network protocols, machine learning, dns, network security, tensorflow, interpersonal skills, cloud, computer science, modeling, program development, theano, high performance computing, algorithms, deep learning, computer engineering, windbg, python, c++, cyber security, cad","q, c++, python, e, source","pytorch, tensorflow",,scope,False,,6302021,,https://www.dice.com/jobs/detail/Cybersecurity-Data-Scientist-Lawrence-Livermore-National-Laboratory-Livermore-CA-94550/LLNL/REF773H
Business Data Scientist,2021-06-25T12:08:49Z,,Kforce Technology Staffing,Miami,FL,33182,Business Data Scientist,Kforce Technology Staffing,6/30/2021,"Miami, FL",Bachelor's - Masters,"business intelligence, industrial engineering, sas, marketing, tableau, data mining, statistics, crm, knowledge management, systems engineering, cloud, artificial intelligence, computer science, customer acquisition, machine learning, modeling, sales","sas, plus",,,,False,,6302021,,https://www.dice.com/jobs/detail/Business-Data-Scientist-Kforce-Technology-Staffing-Miami-FL-33182/kforcecx/ITEQG1962227
Sr. Data Scientist - Remote - Unlimited PTO,2021-06-19T12:33:34Z,"Architect, Python",Michael Page,Boston,MA,2298,Sr. Data Scientist,Remote,6/30/2021,"Unlimited PTO - Michael Page - Boston, MA",Bachelor's - Masters,"network security, cyber security, python, machine learning, artificial intelligence",python,,,monitor,True,3,6302021,,https://www.dice.com/jobs/detail/Sr.-Data-Scientist-%26%2345-Remote-%26%2345-Unlimited-PTO-Michael-Page-Boston-MA-02298/appblok/11153_1532446rxv_51_1
Analytics - Data Scientist,2021-05-25T13:16:26Z,"Data Scientist<br/>
* Seasoned data scientist with 5+ years of experience developing analytical dashboards, solutions and strategy across digital marketing platforms and social ecosystems * In-depth",Systems Integration Solution,Cupertino,CA,95014,Analytics,Data Scientist,,"Systems Integration Solutions, Inc. - Cupertino, CA",Bachelor's - Masters,"automation, finance, communication skills, business administration, marketing, tableau, teradata, process automation, data visualization, web analytics, business analytics, marketing communications, natural, api, sql","plus, sql",,,,False,,6302021,,https://www.dice.com/jobs/detail/Analytics-%26%2345-Data-Scientist-Systems-Integration-Solutions%2C-Inc.-Cupertino-CA-95014/sis/43295
Data Scientist - Lead/Mgr,2020-01-08T15:15:02Z,"python, advanced analytics, predictive modeling, SQL, R",Blend360,,,,Data Scientist,Lead/Mgr,6/16/2021,Blend360 -,Bachelor's - Masters,"mysql, data analysis, crm, data science, machine learning, text mining, data mining, advanced analytics, modeling, nosql, google analytics, algorithms, python, statistical analysis, r, sql, perl, marketing, statistics, sas, java","perl, mysql, context, python, nosql, sas, plus, java, spark, r, sql",,,"hive, vision",False,,6302021,,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345-Lead%26%2347Mgr-Blend360---/RTX15a507/6360852
Senior Data Scientist,2021-03-08T10:16:19Z,"Network, Library, SQL, Python, Java, Matlab",MAXAR Technologies,Washington,,15301,Senior Data Scientist,MAXAR Technologies,6/30/2021,Washington,Bachelor's - Masters,"data processing, tableau, data extraction, torch, natural, professional development, python, matlab, r, sql, computer vision, parallel computing, cuda, scala, statistics, hdfs, data science, java, natural language processing, engineering support","signal, scala, processing, python, matlab, spark, java, r, sql",,,"hive, vision",False,,6302021,,https://www.dice.com/jobs/detail/Senior-Data-Scientist-MAXAR-Technologies-Washington--15301/91094828/R10960
Data Scientist with Polygraph,2021-04-22T10:45:35Z,"GPS, Consultant, Management, C",Deloitte,Rosslyn,VA,22209,Data Scientist with Polygraph,Deloitte,6/30/2021,"Rosslyn, VA",Bachelor's - Masters,"finance, general management, gps, accounting, c, financial analysis","processing, c",,,,False,3,6302021,,https://www.dice.com/jobs/detail/Data-Scientist-with-Polygraph-Deloitte-Rosslyn-VA-22209/10106525/19206
Lead Data Scientist - REMOTE,2021-06-23T00:48:07Z,"Supply Chain, Sales, Research, Engineering, Computer, Python, SQL, JavaScript, Java, API",Stanley Black and Decker,New Britain,CT,6050,Lead Data Scientist,REMOTE,6/30/2021,"Stanley Black and Decker - New Britain, CT",Bachelor's - Masters,"operations research, machine learning, mapreduce, api, json, data mining, javascript, cloud, computer science, modeling, big data, algorithms, leadership, image processing, python, sales, neural networks, r, shell scripting, mathematics, sql, marketing, data science, java, use cases","shell, sql, r, javascript, processing, python, rest, spark, java, lean, gams",aws,sbd,"hive, vision",True,5,6302021,,https://www.dice.com/jobs/detail/Lead-Data-Scientist-%26%2345-REMOTE-Stanley-Black-and-Decker-New-Britain-CT-06050/91121164/80992BR
Data Scientist - Mid level,2021-05-27T12:46:36Z,"Artificial Intelligence, Computer, Performance, Robotic, IT",SAIC,Reston,VA,20190,Data Scientist,Mid level,,"SAIC - Reston, VA",Bachelor's - Masters,"natural, leadership, deep learning, artificial intelligence, predictive analytics, data science, gap analysis, natural language processing, computer vision, high performance computing","processing, gap",,,vision,True,,6302021,,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345-Mid-level-SAIC-Reston-VA-20190/10111346/217929
Data Scientist Chief,2020-07-24T12:47:16Z,"Statistical Analysis, Modeling, Algorithm, Computer, Programming, Analysis, Systems, Data Mining, Business Intelligence, Security, IT",SAIC,Fort Meade,MD,20755,Data Scientist Chief,SAIC,,"Fort Meade, MD",Bachelor's - Masters,"business intelligence, data collection, data mining, statistics, data wrangling, statistical analysis, modeling, machine learning, natural, data cleansing, natural language processing, data storage",processing,,,,False,,6302021,,https://www.dice.com/jobs/detail/Data-Scientist-Chief-SAIC-Fort-Meade-MD-20755/10111346/2012172
Data scientist,2021-06-09T13:16:09Z,"DATA SCIENTIST, PHARMACEUTICAL COMPANIES",Pozent,Raritan,NJ,8869,Data scientist,Pozent,6/9/2021,"Raritan, NJ",Bachelor's - Masters,"mathematics, mysql, tableau, oracle, statistics, python, julia, database, r","mysql, julia, oracle, python, plus, r",,,,False,3,6302021,,https://www.dice.com/jobs/detail/Data-scientist-Pozent-Raritan-NJ-08869/10210856/21%26%234501414
Data Scientist,2021-05-14T12:50:07Z,"Python, Machine learning, Data Science",Luxoft USA Inc,New York,NY,10001,Data Scientist,Luxoft USA Inc,,"New York, NY",Bachelor's - Masters,"thought leadership, devops, tableau, operations research, machine learning, keras, sas, tensorflow, c#, computer science, big data, nltk, communication skills, leadership, financial services, python, saas, matlab, r, banking, mathematics, software engineering, statistics, artificial intelligence, data science, java, physics","ml, python, c#, matlab, sas, java, r","pytorch, tensorflow",,,False,,6302021,,https://www.dice.com/jobs/detail/Data-Scientist-Luxoft-USA-Inc-New-York-NY-10001/newageny/HR%26%23458551888
Senior Data Scientist - Cancer Target Discovery,2021-06-29T00:50:23Z,"DNA, Web",Jobot,South San Francisco,CA,94102,Senior Data Scientist,Cancer Target Discovery,6/30/2021,"Jobot - South San Francisco, CA",Bachelor's - Masters,"testing, web services, communication skills, amazon web services, deep learning, data analysis, statistics, modeling, machine learning, bioinformatics, biology, neural networks, parallel computing","ml, pipelines, small",,,"vision, vector",False,,6302021,,https://www.dice.com/jobs/detail/Senior-Data-Scientist-%26%2345-Cancer-Target-Discovery-Jobot-South-San-Francisco-CA-94102/91113390/1475633563
Data Scientist,2021-05-07T00:33:10Z,"Laboratory, Java, Python, Matlab, Linux, UNIX, Windows, Security",Lawrence Livermore National Laboratory,Livermore,CA,94550,Data Scientist,Lawrence Livermore National Laboratory,6/30/2021,"Livermore, CA",Bachelor's - Masters,"linux, unix, data integration, data analysis, machine learning, c, data mining, interpersonal skills, computer science, modeling, data management, big data, high performance computing, communication skills, algorithms, computer engineering, embedded, python, statistical analysis, matlab, database, r, parallel computing, c++, written communication skills, java, research and development","c++, processing, python, matlab, q, java, c, r",,,linux,False,,6302021,,https://www.dice.com/jobs/detail/Data-Scientist-Lawrence-Livermore-National-Laboratory-Livermore-CA-94550/LLNL/REF964I
